topic,text_id,doc
0,1081035,El Mandril solo 1? Negreira seguro ... https://t.co/Sr1pahjcQs
0,1084766,"Negreira se os ha quedado atrás, buscaros otra escusa"
0,1085782,NEGREIRA GOAAATTTTT https://t.co/ItlzpGC2uz
0,1086127,Esto se está poniendo Negreira ⚫
0,1090189,"Hace poco empecé a seguir esta cuenta por como hablaba del tema de Negreira, seguidla, muy recomendable. https://t.co/YIsTfVxe53"
0,1087298,Negreira está más presente q nunca !!!
0,1087375,"NEGREIRA DA LA CARA
ESTOS SON TUS JUGUETES"
0,1087445,NEGREIRA JAJAJAJAJAJAJAJAJA
0,1087507,Negreira.
0,1087527,Negreira está más vivo que nunca
1,1081262,"Hoy no es un día cualquiera, hoy juega el Real Madrid.

Tenemos que salir a destrozar al Barsa. No pueden salir vivos del Bernabéu.

HASTA EL FINAL, VAMOS REAL 🤍 https://t.co/WD5ysAARCd"
1,1083470,Voy a hacer mañana el examen de fisica como el madrid ha jugado contra el barsa
1,1084199,Siempre se le baja la tanga al real madrid contra el barsa
1,1084523,Es más probable q el barsa meta el segundo a q el Madrid empate
1,1086473,El Barsa juega a NADAAAAA y el Madrid no sabe aprovechar esto PTM
1,1086977,Ni Madrid-Barsa ni leches. La noticia del día es ésta 👏👏👏 https://t.co/RiFM8CdeSc
1,1087838,Confianza total en que el Madrid hunde al Barsa
1,1087987,"Antes que comience el partido, no espero que el barsa arrolle, si tiene alguna posibilidad aprovecharla, pero no veo ganador al Barcelona este partido. El madrid muy superior en casa. Esperemos que me equivoque"
1,1088013,"papi del barsa 🤝🏼 yo del madrid
un dia mas"
1,1089980,"Buenos días. Día de clásico. 
Hoy juega mi Madrid contra el Barsa de mi mujer... Noche interesante. 🤗
¡¡¡ Hala Madrid !!! https://t.co/GVgYkm9bNk"
2,1085292,"Amarilla para Gavi pero para Vinicius no, la mano de Negreira supongo"
2,1085491,"Agresión de Gavi ""el Carnicero"" a Militão y no le saca amarilla. Una vez más, efecto Negreira. https://t.co/QzdwJCX62J"
2,1086103,Gol de rebote que viene de una falta inventada + amarilla a Vinicius y Gavi dos faltas de amarilla se va sin amarilla al descanso. Negreira estaría orgulloso del arbitraje de Munuera Montero
2,1087297,"Magnífico arbitraje de Negreira, clara amarilla a Vini por hacer lo mismo que De Jong"
2,1087416,Vaya amarilla a Vinicius. Sinvergüenza Munuera Montero. Ya sale al campo Negreira
2,1086588,"Hay gente aquí llorando por una amarilla a Vinicius clarísima. Lo que es una vergüenza es que a De Jong no se la hayan sacado. No sé qué cojones pinta ahora mismo tuits de Negreira y los árbitros, si el partido era para empezarlo 2-0 desde el minuto 15."
2,1086702,"Negreira 😂😂😂 
Sile sacas una amarilla al Barca te vas al Var siempre la misma historia ya es cansino por dios"
2,1086813,Saca el brazo para barrer. No es amarilla. Munuera Negreira.
2,1086848,3 faltas seguidas de amarilla del Barcelona en menos de 2 minutos y nada de amarillas.... Negreira Negreira.
2,1086912,"Negreira sigue presente 🤮 Tarjeta a Vini por falta DE Dejong, y ahora la linea que?? No es fuera de juego??🤣🤣🤣 Verguenza"
3,1086248,ESTÁ ARBITRANDO NEGREIRA
3,1086378,A este árbitro le ha puesto el suplente de Negreira
3,1086509,El arbitro del clásico es negreira.
3,1086546,"Florentino, llamada a la grada de animación y a cantar Negreira, Negreira hasta que acabe el partido"
3,1086580,"el arbitro es negreira, no?"
3,1086774,Una tras otra... Se está coronando el árbitro. Parece que lo de Negreira no terminó en 2018.
3,1087230,Está arbitrando el mismísimo Negreira
3,1087310,Is Negreira the referee
3,1087467,"Negreira se fue o todavía sigue,árbitro  hp"
3,1089066,"Negreira arbitrará esta noche?

https://t.co/1m4EIzUTsF"
4,1083310,"Llora Johan Cruyff y el ""estilo Barsa""

Partido horrible, para sacarse los ojos, Real Madrid con la pelota pero sin ideas, sin ocasiones de gol

Barcelona inteligente, con muchas bajas, hizo el partido que tenia que hacer, agrupado atrás y efectivo

A ver que pasa en la vuelta"
4,1082832,"Madrid, nefasto en ataque,  cero tiros entre los tres palos, fuera dos Modric, Carvajal, Rodrigo, Camavinga.
Barsa perfecto defensivamente y de dos  tiros a gol metió en PP, Militao uno de ellos, fútbol."
4,1083244,"Partido injusto, sensación de impotencia. 

El Madrid en defensa, en cuanto le aprietan un poco hace aguas, en ataque nos quedamos sin ideas ante equipos que se cierran asi. 

En el Barsa, lejos quedó eso de que era mas importante la forma de jugar. 
#RealMadridBarsa
#CopaDelRey"
4,1083445,"El Madrid no ha jugado mal, el Madrid se ha encontrado hoy con un rival que ha hecho las cosas muy muy bien defensivamente , un partido de ida muy inteligente por parte del Barsa , pero no machaques al Madrid , que os encanta siempre que pierde… queda muuucho.. https://t.co/CK1jiJ8LTL"
4,1083433,"Desastre de partido, el Madrid tuvo mayor posesión y ni con eso pudieron meter gol, faltó más creatividad. Además, todo el Barsa en su propio campo, metidos hasta más no poder 😴 pero vamos que a la vuelta la podemos ganar ✌🏼"
4,1083674,"Muy mal el Madrid que ha caído en lo de siempre no saber atacar defensas cerradas . El Barsa ha hecho el partido que la suerte le ha dado, encerrado atrás toda la segunda parte. 
Queda la vuelta pero mucho debe mejorar el Madrid. Me huelo un año sin copa ni liga ni Champions."
4,1087594,"Muchos problemas del FC Barcelona en este inicio de partido.

El Real Madrid, sin hacer una presión inmensa, está robando muy fácil. Da la sensación de estar todos muy separados en el Barsa.

Además, la presión por su parte tampoco está siendo positiva."
4,1083863,"Po nada, no ha sido mal partido del Madrid, salvo por la falta de soluciones arriba, pero el barsa sin medio 11 titular obviamente tenía que sacar un milagro y lo hizo.

Mala suerte, la verdad, pero luego se nos volvió con el gol que le quitó Ansu a kessie."
4,1084348,"Pues a mí por mucho que el árbitro se haya cargado el partido por mucho que el barsa haya estado encerrado atrás, no me a gustado el madrid , mucha posesión mucho pase pero no hemos chutado apenas no hemos creado peligro, si no sabemos atacar defensas que se cierran mal negocio.."
4,1085725,"mejor el Madrid, hasta que Munuera Negreira le frenó en seco con la ridicula tarjeta a Vini...y a renglón seguidoconcede el gol muy dudoso del Barsa en su única ocasión, cuando hay un rechace para jugar al que estaba en claro offside"
5,1082618,pq todos los del barsa sois guapos?
5,1082748,Ahora sois todos del barsa no?
5,1083580,como el barsa nada❤️💙
5,1083610,venga qsi que ya ha ganao el barsa ahora silencio q tengo q estudiar marketing va
5,1083915,"Joder con el barsa, ni q fuera el alcoyano"
5,1084130,"Especialistas en darle vida al barsa, siempre igual....
Iros a tomar x culo"
5,1086574,Conozco a 4 del barsa 😶
5,1087509,Ya está el barsa robando
5,1087690,Que le pasa al barsa hoy JAJAJAJAJAJA
5,1089894,hoy hay q matar al barsa
6,1084965,Lo de que Gavi no se vaya expulsado en cada partido supongo que será una cláusula del contrato con Negreira
6,1083759,"La impunidad de Gavi en un terreno de juego es insultante. 
Reparte ostias a diestro y siniestro y acaba todos los partidos. 
Lo de Javi insultando partido si y partido también más de lo mismo. 
Negreira sigue cobrando"
6,1085891,Ver las faltas de Gavi y pensar automáticamente en Negreira
6,1085906,Lo de Gavi no se entiende ni con los 500k de Negreira
6,1086333,"Tremendo el Negreira boy. Gavi puede apuñalar a quien quiera, que ni lo van a chistar."
6,1086202,De verdad que ese golpe de gavi al cuello de Militao no es tarjeta??? Pero oo de negreira es mentira...
6,1086360,Laporta ha pactado con Negreira para que a Gavi no le enseñen tarjetas
6,1086773,"No amonesta a Gavi, ni negreira se animó a tanto"
6,1086834,"Que no le saca tarjeta al niñato de Gavi, es que siempre igual. No se puede competir con lao de Negreira carajo"
6,1086854,"Gavi pode facer as faltas que queira, palabra de Negreira."
7,1083258,"es el barsa o el Atlético, porq cada día se me parece más al Atlético"
7,1082025,Aquí tenéis el resumen del Madrid Barsa. https://t.co/10B8ufPwkf
7,1084603,El Barsa que es el Atlético ahora?
7,1083306,El complejo del Madrid con el Barsa....
7,1084177,Desde cuándo el Barsa se ha convertido en el Atlético de Madrid?🤣🤣🤣
7,1085070,"El barsa se parece al atlético de madrid, gol y autobús"
7,1090048,"Como se enseña a los niños a las orillas del Pisuerga: ni Barsa ni Madrid, REAL VALLADOLID!! https://t.co/JPfpAQWsUo"
7,1087839,"Heréticas - Bisons, Heroic - BIG, Madrid - Barsa... no me da la vida"
7,1088296,Gracias Dios por hacerme del Sevilla FC. O por lo menos no hacerme del Madrid o del Barsa.
7,1087885,donde chucha transmiten el madrid barsa
8,1081851,el barsa va a ganar el triplete https://t.co/URqLzvFon3
8,1083168,"Enhorabuena al Barsa, que además de ganar se ha dado cuenta que lo importante es eso y no el ADN."
8,1083169,me encantaria verle la cara de uno que yo se ahora que ha ganao el barsa
8,1083363,"creo que ya nos hemos enterado que ha ganado el barsa, porfavor parar"
8,1084107,El Barsa no sabe como ganó 🤣
8,1084195,Ganó el barsa 💙❤️💙
8,1085754,Ganaba el barsa eh ?
