topic,words,label,coherence,name,size
0,piqu-clara-photo-gerard-cha-league-chia-unfaithful-player-uploaded,Piqué - The Best of the Best,0.5356659302994693,piqu-clara-photo-gerard-cha-league-chia-unfaithful-player-uploaded,35027
1,piqu-shakira-song-clara-gerard-mother-children-thing-#shakira-video,The Story of Shakira and Piqué,0.6807577803848271,The Story of Shakira and Piqué,24656
2,stings-spike-peak-today-dick-day-stung-mood-rush-itch,The Last Day of the Dead,0.1638302662069616,stings-spike-peak-today-dick-day-stung-mood-rush-itch,18731
3,shakira-song-cheated-betrayed-people-women-woman-thing-guys-love,Shakira - The Typical Traumatized Ex Who Cheats on Sha,0.6007588732934911,Shakira - The Typical Traumatized Ex Who Cheats on Sha,13894
4,shakira-song-queen-@shakira-love-session-quee-video-music-real,Shakira - A New Look at Shakira,0.6712621161895508,Shakira - A New Look at Shakira,6347
5,miley-shakira-song-cyrus-flowers-love-@mileycyrus-music-#mileycyrus-listen,Miley Cyrus and Shakira - The New Song,0.5954519889512656,miley-shakira-song-cyrus-flowers-love-@mileycyrus-music-#mileycyrus-listen,5897
6,shakira-women-money-billing-@shakira-song-invoice-#shakira-crying-treasury,Women Don't Cry Anymore Women Have a Bill,0.5641326293604436,shakira-women-money-billing-@shakira-song-invoice-#shakira-crying-treasury,4969
7,shakira-song-listen-head-addicted-neighbor-day-singing-time-play,Shakira's New Song Doesn't Get Out of My Head,0.8128310782757978,Shakira's New Song Doesn't Get Out of My Head,4188
8,@shakira-shakira-#shakira-love-@bizarrap-@3gerardpique-song-#shakiraxbizarrap-#shakirabzrp-queen,Shakira - #Shakira #Shakira #Sha,0.7586675568964368,Shakira - #Shakira #Shakira #Sha,3990
9,shakira-song-love-good-listen-music-catchy-great-lyrics-time,Shakira's New Song,0.7914531472487933,Shakira's New Song,3759
10,pike-today-play-good-day-carnival-hide-start-time-morning,The Pike - The Pike,0.7374555006447714,The Pike - The Pike,3653
11,shakira-spotify-session-music-song-bzrp-monthly-artist-listen-latin,Shakira Becomes the Most listened to Latin Artist on Spotify,0.7195974754324578,Shakira Becomes the Most listened to Latin Artist on Spotify,3277
12,shakira-fonasa-#fiestadelosabrazos-mackenna-isapres-#ladivinacomida-#missuniverse2022-olmue-evelyn-piqu,Colombia - The Real Face of #MORENA,0.27447241558357055,shakira-fonasa-#fiestadelosabrazos-mackenna-isapres-#ladivinacomida-#missuniverse2022-olmue-evelyn-piqu,3166
13,shakira-song-listen-bad-sick-good-theme-music-horrible-tired,Shakira's Song Is Bad,0.8119974394843071,Shakira's Song Is Bad,2809
14,gelato-piqu-bag-gelapique-rakuten-loungewear-lucky-pajamas-amazon-sale,,,gelato-piqu-bag-gelapique-rakuten-loungewear-lucky-pajamas-amazon-sale,2795
15,shakira-session-play-song-listen-sessio-ibiza-time-good-love,,,shakira-session-play-song-listen-sessio-ibiza-time-good-love,2570
16,shakira-mom-song-singing-listen-dad-session-mother-play-bzrp,,,shakira-mom-song-singing-listen-dad-session-mother-play-bzrp,2568
17,shakira-bzrp-session-bizarrap-song-biza-listen-good-music-play,,,shakira-bzrp-session-bizarrap-song-biza-listen-good-music-play,2310
18,shakira-jelly-jam-strawberry-eat-jar-ate-discovered-fridge-cheated,,,shakira-jelly-jam-strawberry-eat-jar-ate-discovered-fridge-cheated,2142
19,shakira-concert-song-rbd-album-release-tour-@shakira-tickets-coming,,,shakira-concert-song-rbd-album-release-tour-@shakira-tickets-coming,1980
20,@c-@casio0ficia-raffle-participate-costs-rolex-casio-follow-watch-time,,,@c-@casio0ficia-raffle-participate-costs-rolex-casio-follow-watch-time,1941
21,piqu-twingo-casio-league-kings-gerard-arrived-sponsor-sponsorship-ferrari,,,piqu-twingo-casio-league-kings-gerard-arrived-sponsor-sponsorship-ferrari,1866
22,twingo-shakira-ferrari-traded-renault-car-song-casio-#twingo-#shakira,,,twingo-shakira-ferrari-traded-renault-car-song-casio-#twingo-#shakira,1655
23,rolex-casio-shakira-watch-#rolex-exchange-#casio-song-#shakira-@casioteam,,,rolex-casio-shakira-watch-#rolex-exchange-#casio-song-#shakira-@casioteam,1345
24,casio-shakira-song-#casio-brand-#shakira-twingo-@shakira-piqu-@casioteam,,,casio-shakira-song-#casio-brand-#shakira-twingo-@shakira-piqu-@casioteam,1090
