topic,text_id,doc
0,1085298,Tarjeta a Gavi????? Jajajajjajajjaja esas son las ayudas de negreira que tanto os gusta hablar @realmadrid enserio???? No sabéis lo que tenéis en casa! Vaya tela! @LaLiga y la @rfef corrupta pero a lo grande!!! Vaya tela!
0,1081574,"""Explota el caso Enríquez Negreira. El mundo en vilo ante la respuesta de Florentino""."
0,1086150,Que el warro de Gavi no tenga tarjeta es cuando se te viene Negreira a la cabeza!!! Vergonzoso
0,1086434,Aún no me creo el gol del Negreira's club
0,1086618,Negreira está presente
0,1087134,Negreira en acción.
0,1088771,"No entiendo por qué desde la mafia del @CTARFEF castigan a Estrada si se querella contra Negreira y Negreira “no pintaba una mona”

Si es que son tontos hasta pa eso😂"
0,1088846,"Han tardado menos días en apartar a Estrada Fdez q en apartar al hijo de Enriquez Negreira. No dice nada bueno a favor de Medina Cantalejo y el actual CTA.
Apesta y mucho.
https://t.co/1RpC2D9Qhp"
0,1088898,"Imagino que @fifacom_es a raíz del Caso Negreira, tiene la sede perfecta en la candidatura ibérica. Con España de por medio tiene el mejor aliado para continuar con la corrupción habitual."
0,1081398,Nueva exclusiva del Barçagate: Negreira retiraba hasta 20.000 euros mensuales en metálico mientras cobraba del Barcelona. A quién pagaba con ese dinero negro luego? https://t.co/r06M3Yv9rw
1,1083796,"el real madrid mereció perder, no porque el barsa haya hecho méritos (pateo 1 vez) sino por jugar tan pero tan feoFEO"
1,1084858,este es el típico partido donde el barsa nos puede matar y nos matan
1,1085356,el barsa puede dejar de comprar árbitros?
1,1086574,Conozco a 4 del barsa 😶
1,1081948,Parece que el Barsa no solo compra árbitros. Os presento a una prostituta intelectual. https://t.co/L6PnmN1ayc
1,1082057,oye q gano el barsa ajajajajaaj
1,1083453,Muy buen partido del Barsa defensivamente … la verdad que en vez del ADN Barsa que quería Xavi les a dado el ADN Cholismo o Mauriñismo y se da cuenta que hay otro fútbol que da puntos y victorias … un Madrid bien pero les faltó el área flojos   😡 Un Vini regular y Karim mal
1,1084204,No hemos sido capaces de ganar al peor barsa de la historia lleno de bajas
1,1084333,Si lo del estilo tuviera la más mínima credibilidad Xavi estába fuera esta misma noche. Vaya partido guarro ha hecho el barsa
1,1084765,Si me llegan a decir hace 10 años que cuando Xavi entrene al Barsa va a ser un Barsa de autobús detrás durante 90 minutos no me lo creería.
