topic,words,label,coherence,name,size
0,miley-shakira-cyrus-song-flowers-@mileycyrus-#mileycyrus-love-exes-music,Miley Cyrus and Shakira - The Best of the Best,0.6071266546268124,Miley Cyrus and Shakira - The Best of the Best,5735
1,photo-piqu-clara-cha-uploaded-instagram-gerard-comment-published-post,Piqué's First Photo With Clara Ch<unk>a,0.8718787631919309,Piqué's First Photo With Clara Ch<unk>a,3587
2,pike-today-play-#bbb23-hide-good-carnival-woke-drink-morning,The Pike,0.7138873141271149,The Pike,3402
3,@shakira-#shakira-shakira-@bizarrap-@3gerardpique-love-#shakiraxbizarrap-#shakirabzrp-@shakiramedia-@sonymusiclatin,Shakira - #ShakiraPique,0.7386837473010145,Shakira - #ShakiraPique,2523
4,shakira-piqu-cheated-betrayed-unfaithful-defend-thing-people-woman-idiot,Piqué Cheated on Shakira,0.7179368825353071,Piqué Cheated on Shakira,2134
5,shakira-mom-song-dad-listen-singing-session-mother-bzrp-play,My Dad Sings Shakira's Song,0.6276159706691723,My Dad Sings Shakira's Song,2025
6,jam-jelly-shakira-strawberry-jar-eat-ate-discovered-betrayed-cheated,Shakira's Jelly,0.7200059587768212,Shakira's Jelly,1964
7,@c-@casio0ficia-raffle-costs-participate-rolex-follow-casio-watch-time,Casio Watch Shakira Doesn't Know About: It Costs,1.0000000000000007,Casio Watch Shakira Doesn't Know About: It Costs,1933
8,shakira-song-good-love-listen-great-album-lyrics-catchy-music,Shakira's New Song Is Very Good,0.8922903886215903,Shakira's New Song Is Very Good,1695
9,stings-stung-mosquito-bite-bitten-bee-damn-wasp-eyes-hurt,The Bees Sting,0.3197454274993613,stings-stung-mosquito-bite-bitten-bee-damn-wasp-eyes-hurt,1682
10,shakira-song-feminist-criticize-feminism-women-men-people-sexist-woman,Shakira's Song is Not Feminist,0.6201410922713041,Shakira's Song is Not Feminist,1634
11,piqu-damn-fucking-understand-hate-session-support-hide-answer-learn,Piqué - The New Piqué,0.6688389536654527,Piqué - The New Piqué,1383
12,shakira-piqu-talk-people-gossip-topic-thing-fight-drama-sick,Shakira and Pique - The Shocking Truth About Pique and Sha,0.7394121087329578,Shakira and Pique - The Shocking Truth About Pique and Sha,1357
13,song-shakira-piqu-dedicated-good-listen-diss-love-music-pro,Shakira's New Song for Piqué,0.8315432280764828,Shakira's New Song for Piqué,1255
14,energy-spike-rush-sleep-tidy-mood-today-morning-work-clean,The Energy Spike,0.389411644368528,energy-spike-rush-sleep-tidy-mood-today-morning-work-clean,1242
15,session-shakira-sessio-listen-ibiza-good-quevedo-love-play-time,Shakira's Session,0.7585252894489517,Shakira's Session,1211
16,shakira-song-@shakira-thought-bot-damn-exist-missed-running-thing,Shakira - A New Look at Shakira,0.6122077935737389,Shakira - A New Look at Shakira,1191
17,song-shakira-bad-listen-sick-horrible-tired-boring-good-terrible,Shakira Song Is Really Bad,0.8164474395339267,Shakira Song Is Really Bad,1146
