topic,text_id,doc
0,520967,"de tanto que me sale la canción de Shakira en mi fyp, ya se me quedó grabada en la cabeza."
0,531380,"fuera de bromas, tengo pegada la canción de shakira desde que salió  😭"
0,533848,shakira went crazy with bzrp
0,543131,Mi mente no ha dejado de cantar todo el día la nueva cancion de @shakira  😮
0,535453,"Quem não está do lado da Shakira é mau caráter
Apenas https://t.co/fNwJA0fqCG"
0,639623,How the hell do you justify cheating on Shakira?  Take his balls.
0,574483,"Siendo sincero, no me gusta la session de Shakira, pero tira buenas barras y aprovecha el marketing que le genera hablar de ese mierda de Piqué."
0,692876,shakira’s song has been stuck in my head all day it’s too good
0,498978,"Me encanta la session de Shakira, la mejor para mi"
0,710426,"Mami explotando las bocinas escuchando a Shakira bzrp, yo amo a esta mujer."
1,659058,PIQUÉ LE FUE INFIEL A CLARA?? JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJ LA MISMA SATISFACCIÓN Q SENTÍ CUANDO..
1,524223,"🎮 Gerard Piqué, Sergio Agüero, Javier Hernández a lado de Ibai Llanos, Dj MaRiio y Juan Guarnizo son algunos de los miembros destacados de la #KingsLeague

https://t.co/NS3uUbqoO8"
1,616696,Que le ven a Piqué ? El tipo es horrible😳
1,569225,"El ex jugador del Barcelona @3gerardpique anunció que llevará la @KingsLeague a un país de América. 

Luego de ese mensaje, Piqué y @nayibbukele se siguen en redes sociales. 

¿Crees que será El Salvador ese país? https://t.co/MN9nkJCpE9"
1,676246,"se eu fosse atual do pique, eu ia rir muito da cara dele"
1,680676,Hay que esperaban de un proyecto montado por el infiel de pique que es un ridículo normal que su liga sea una basura
1,683520,Piqué ha tradito Clara Chia Marti con la sua divorzista? In arrivo un nuovo scandalo https://t.co/YNCwFVIxdR Sembra proprio che la parola “fedeltà” sia un concetto sconosciuto all’ex difensore del Barce #gossip https://t.co/KosUXCfXuV
1,728788,"pique me parece el verdadero loser del año, muy small dick niño mimado energy"
1,710785,"Nommmbre, hasta yo me encabrone con la foto de Piqué 😂"
1,751604,Pique really dgaf that's funny as hell
2,522812,Cringe escuchar gente opinar o hablar de Shakira y Piqué.
