Topic,Words,Frequency,Timestamp
0,"@chesscom_es, #worldcup2022, @banana_comics, @ismael_rubio__, #fifaworldcupqatar2022",1,2022-12-12
0,"#ajedrez, #worldcup2022, muchachoooos, #futbol, #fide",1,2022-12-29
0,"#nepoding, ding, @fide_chess, game, liren",552,2023-04-16
1,"duck, #nepoding, #grandnational2023, #amstelgoldrace, #allesismuziek",1,2023-04-16
2,"wc, @fide_chess, @fischer_random, fair, #9lx",14,2023-04-16
0,"#nepoding, @fide_chess, ding, game, chess",207,2023-04-17
1,"#bellend, powder, #stopoilbellends, #bbcsnooker, pfft",1,2023-04-17
2,"wc, @gmwesleyso123, @fide_chess, @fischer_random, rapid",5,2023-04-17
0,"#nepoding, ding, @fide_chess, game, liren",581,2023-04-18
1,"#bilkisbano, #nepoding, #supremecourt, #paperleak, #maharashtrapolitics",1,2023-04-18
2,"wc, @fide_chess, @fischer_random, #9lx, #chess960",6,2023-04-18
0,"#nepoding, @fide_chess, ding, chess, game",110,2023-04-19
1,"#nepoding, #supremecourt, #jayvonne, #soeder, #boyfriendreveal",3,2023-04-19
2,"wc, wfrcc, rapid, @fide_chess, @fischer_random",4,2023-04-19
0,"#nepoding, ding, @fide_chess, game, liren",581,2023-04-20
2,"wc, wfrcc, rapid, @fide_chess, classic",2,2023-04-20
0,"#nepoding, ding, @fide_chess, game, chess",333,2023-04-21
1,"ares, yeh, phisal, kiya, #nepoding",1,2023-04-21
2,"wfrcc, wc, rapid, @fide_chess, classic",1,2023-04-21
0,"#nepoding, @fide_chess, ding, chess, game",115,2023-04-22
0,"#nepoding, ding, @fide_chess, game, chess",249,2023-04-23
1,"#nepoding, rap, gm, #likecrazy, music",2,2023-04-23
2,"wc, @fide_chess, @fischer_random, #chessdrama, #9lx",13,2023-04-23
0,"#nepoding, game, ding, @fide_chess, liren",220,2023-04-24
2,"wfrcc, wc, rapid, @gmwesleyso123, inaugural",1,2023-04-24
0,"#nepoding, @fide_chess, ding, game, #chess",95,2023-04-25
0,"#nepoding, ding, @fide_chess, game, chess",652,2023-04-26
1,"#nepoding, #starwarsjedisurvivor, #tejran, #ourskyyxstarinmymindep1, #rapido",2,2023-04-26
2,"wc, @fischer_random, #saynoto2900, #9lx, #chess960",6,2023-04-26
0,"#nepoding, ding, @fide_chess, game, chess",386,2023-04-27
1,"#nepoding, #glazersout, band, rockstar, hairdo",4,2023-04-27
2,"wc, wfrcc, rapid, @fide_chess, classic",11,2023-04-27
3,"wildcard, wfrcc, frc, runner, @fide_chess",2,2023-04-27
0,"@fide_chess, #nepoding, chess, ding, game",209,2023-04-28
1,"earn, @sheya_chisenga, binance, message, #nepoding",2,2023-04-28
2,"wc, rapid, wfrcc, @fischer_random, classic",12,2023-04-28
3,"wildcard, wfrcc, frc, runner, @fide_chess",55,2023-04-28
