topic,text_id,doc
0,535640,Piqué sempre foi infantil 😂 https://t.co/6SZIIjF3M2
0,710214,Ese poco de manes que apoyan a pique y su sin vergüenzura son unos cachones.
0,594189,Pique yendo a ver la Kings League https://t.co/w1Vuzw4qXJ
0,636556,¿Es real que Piqué le fue infiel a su cuerno?
0,666755,"Diz que Pique já até traiu Clara, que coisa não..."
0,715175,"📸 ¡Es oficial! ¡Gerard Piqué publica su primera foto con Clara Chía!
➡️ https://t.co/ljev52jlBt https://t.co/51F2Gz4ZGn"
0,710659,"Pique ni se esforzó en eliminar la foto con Shakira ☠️ mucho hp

TIENE PRÁCTICAMENTE MAS DOS FOTOS JUNTAS. https://t.co/od9qj1geA0"
0,717102,"Clara-mente Piqué confirma su relación con Clara Chía 
https://t.co/9OYHWssrs5

El ex futbolista Gerard Piqué publicó en su cuenta de Instagram la primera foto con su novia Clara Chía, confirmando así los rumores de su relación.

Aunque Pi... https://t.co/JZDoTzOQCy"
0,733617,Ajá  pero Piqué  sube foto con Clara sin borrar las que tiene con Shakira.😐
0,718047,Como así que pique no ha eliminado ninguna foto con Shakira de IG y acaba de subir una con la otra 🤯
1,704534,Se viraliza VIDEO en el que la mamá de Piqué manda a callar a Shakira https://t.co/0ZVsoeSa7e    _
1,682003,Se viraliza VIDEO en el que la mamá de Piqué manda a callar a Shakira https://t.co/dUiUDMGeuu
1,515844,bueno al menos ya no van a hablar tanto del show de Shakira y piqué 👍
1,626684,Piqué es famoso por ser ESPOSO de SHAKIRA https://t.co/VunArzcnDD
1,659569,E eu só conheço o Piqué como namorado da Shakira 😭😭😭 https://t.co/iofNn4BCLc
1,696109,En el video se ve a Shakira y a la mamá de Piqué un poco molesta discutiendo con la cantantate colombiana https://t.co/C1r4iu0WUA
1,717438,"Video of Shakira being violently silenced by Piqué's mother goes viral; he didn't defend her! TV Notes
https://t.co/PSXWJ64TGg

#EntertainmentNews https://t.co/6bu4keQBCB"
1,738757,"Llamar a Piqué “El ex de Shakira” es estar desconectadísimo del mundo, también te digo. Una de las más grandes leyendas del fútbol español y del Barça, propietario de un Club profesional, presidente de una liga y organizador de la Copa Davis durante los últimos 4 años. https://t.co/ydS8oox5pm"
1,744908,shakira pisou tanto na música pro pique
1,741013,not flopqué aka ex celebrity without shakira getting ratioed by shakira fan accounts 😂 https://t.co/k6GTq7BAez
